AREASYMBOL,SPATIALVER,MUSYM,MUKEY,MUKEY_1,Silt
TX021,"5",HeC2,"393298","393298",27.40000000000
TX021,"5",AfC,"393291","393291",36.10000000000
TX021,"5",AfC,"393291","393291",36.10000000000
TX021,"5",TfB,"393321","393321",29.50000000000
TX021,"5",AfE2,"393293","393293",35.70000000000
TX021,"5",MaB,"393307","393307",30.30000000000
TX021,"5",WsA,"393329","393329",34.20000000000
TX021,"5",Bo,"393277","393277",36.50000000000
TX021,"5",AfC2,"393292","393292",35.70000000000
TX021,"5",AtD,"393399","393399",24.70000000000
TX021,"5",SkC,"393318","393318",15.10000000000
TX021,"5",CsD3,"393284","393284",23.40000000000
TX021,"5",WsA,"393329","393329",34.20000000000
TX021,"5",WsB,"393330","393330",34.20000000000
TX021,"5",AfC2,"393292","393292",35.70000000000
TX021,"5",MaB,"393307","393307",30.30000000000
TX021,"5",DeC,"393308","393308",19.00000000000
TX021,"5",AfC,"393291","393291",36.10000000000
TX021,"5",AfE2,"393293","393293",35.70000000000
TX021,"5",DoD,"393289","393289",11.70000000000
TX021,"5",CsD3,"393284","393284",23.40000000000
TX021,"5",DeC,"393308","393308",19.00000000000
TX021,"5",CfB,"393279","393279",23.90000000000
TX021,"5",TfB,"393321","393321",29.50000000000
TX021,"5",CsD3,"393284","393284",23.40000000000
TX021,"5",CsD3,"393284","393284",23.40000000000
TX021,"5",AfC2,"393292","393292",35.70000000000
TX021,"5",SkC,"393318","393318",15.10000000000
TX021,"5",DeC,"393308","393308",19.00000000000
TX021,"5",SkC,"393318","393318",15.10000000000
TX021,"5",JeF,"393302","393302",25.70000000000
TX021,"5",Sm,"393319","393319",21.70000000000
TX021,"5",DeC,"393308","393308",19.00000000000
TX021,"5",PaE,"393400","393400",5.60000000000
TX021,"5",MaA,"393306","393306",30.30000000000
TX021,"5",AfC2,"393292","393292",35.70000000000
TX021,"5",TfB,"393321","393321",29.50000000000
TX021,"5",WsB,"393330","393330",34.20000000000
TX021,"5",AfC,"393291","393291",36.10000000000
TX021,"5",TfB,"393321","393321",29.50000000000
TX021,"5",AtD,"393399","393399",24.70000000000
TX021,"5",AfC2,"393292","393292",35.70000000000
TX021,"5",TfB,"393321","393321",29.50000000000
TX021,"5",MaA,"393306","393306",30.30000000000
TX021,"5",DeC,"393308","393308",19.00000000000
TX021,"5",BeD2,"393276","393276",35.30000000000
TX021,"5",AfC,"393291","393291",36.10000000000
TX021,"5",AfC,"393291","393291",36.10000000000
TX021,"5",CsC2,"393283","393283",23.90000000000
TX021,"5",AfC,"393291","393291",36.10000000000
TX021,"5",WsA,"393329","393329",34.20000000000
TX021,"5",SeD2,"393316","393316",35.50000000000
TX021,"5",TfB,"393321","393321",29.50000000000
TX021,"5",PaE,"393400","393400",5.60000000000
TX021,"5",AfC2,"393292","393292",35.70000000000
TX021,"5",SkC,"393318","393318",15.10000000000
TX021,"5",CfB,"393279","393279",23.90000000000
TX021,"5",MaB,"393307","393307",30.30000000000
TX021,"5",Tr,"393322","393322",28.00000000000
TX021,"5",AtD,"393399","393399",24.70000000000
TX021,"5",RoD,"393312","393312",15.40000000000
TX021,"5",AfC2,"393292","393292",35.70000000000
TX021,"5",RoD,"393312","393312",15.40000000000
TX021,"5",AfC2,"393292","393292",35.70000000000
TX021,"5",CsD3,"393284","393284",23.40000000000
TX021,"5",MaB,"393307","393307",30.30000000000
TX021,"5",AtD,"393399","393399",24.70000000000
TX021,"5",TfA,"393320","393320",27.50000000000
TX021,"5",DeC,"393308","393308",19.00000000000
TX021,"5",CfB,"393279","393279",23.90000000000
TX021,"5",MaB,"393307","393307",30.30000000000
TX021,"5",DeC,"393308","393308",19.00000000000
TX021,"5",AfE2,"393293","393293",35.70000000000
TX021,"5",CsE2,"393285","393285",23.90000000000
TX021,"5",CsD3,"393284","393284",23.40000000000
TX021,"5",AtD,"393399","393399",24.70000000000
TX021,"5",PaE,"393400","393400",5.60000000000
TX021,"5",PaE,"393400","393400",5.60000000000
TX021,"5",AtD,"393399","393399",24.70000000000
TX021,"5",Bo,"393277","393277",36.50000000000
TX021,"5",MaA,"393306","393306",30.30000000000
TX021,"5",MaA,"393306","393306",30.30000000000
TX021,"5",CsC2,"393283","393283",23.90000000000
TX021,"5",AtD,"393399","393399",24.70000000000
TX021,"5",AfC,"393291","393291",36.10000000000
TX021,"5",AfC,"393291","393291",36.10000000000
TX021,"5",TfB,"393321","393321",29.50000000000
TX021,"5",CsC2,"393283","393283",23.90000000000
TX021,"5",DeC,"393308","393308",19.00000000000
TX021,"5",AtD,"393399","393399",24.70000000000
TX021,"5",DeC,"393308","393308",19.00000000000
TX021,"5",RoD,"393312","393312",15.40000000000
TX021,"5",JeF,"393302","393302",25.70000000000
TX021,"5",CsC2,"393283","393283",23.90000000000
TX021,"5",TfA,"393320","393320",27.50000000000
TX021,"5",Lw,"393305","393305",2.60000000000
TX021,"5",CfB,"393279","393279",23.90000000000
TX021,"5",CsC2,"393283","393283",23.90000000000
TX021,"5",Sm,"393319","393319",21.70000000000
TX021,"5",VeD,"393325","393325",12.80000000000
TX021,"5",CgC,"393280","393280",23.90000000000
TX021,"5",ChE,"393281","393281",32.80000000000
TX021,"5",BuB,"393278","393278",28.80000000000
TX021,"5",Tw,"393323","393323",28.00000000000
TX021,"5",CfB,"393279","393279",23.90000000000
TX021,"5",Gs,"393296","393296",34.90000000000
TX021,"5",HeD2,"393299","393299",27.10000000000
TX021,"5",TfB,"393321","393321",29.50000000000
TX021,"5",FeF2,"393294","393294",28.60000000000
TX021,"5",Sm,"393319","393319",21.70000000000
TX021,"5",KrA,"393303","393303",46.80000000000
TX021,"5",AfC,"393291","393291",36.10000000000
TX021,"5",CsC2,"393283","393283",23.90000000000
TX021,"5",Sa,"393314","393314",9.90000000000
TX021,"5",AfC2,"393292","393292",35.70000000000
TX021,"5",AfC,"393291","393291",36.10000000000
TX021,"5",AtD,"393399","393399",24.70000000000
TX021,"5",CsC2,"393283","393283",23.90000000000
TX021,"5",W,"393326","393326",0.00000000000
TX021,"5",Bo,"393277","393277",36.50000000000
TX021,"5",WsA,"393329","393329",34.20000000000
TX021,"5",BaB,"393272","393272",14.60000000000
TX021,"5",BeC2,"393275","393275",35.30000000000
TX021,"5",CsC2,"393283","393283",23.90000000000
TX021,"5",WsA,"393329","393329",34.20000000000
TX021,"5",WsA,"393329","393329",34.20000000000
TX021,"5",BeC2,"393275","393275",35.30000000000
TX021,"5",FeF2,"393294","393294",28.60000000000
TX021,"5",BeC2,"393275","393275",35.30000000000
TX021,"5",CfB,"393279","393279",23.90000000000
TX021,"5",CsC2,"393283","393283",23.90000000000
TX021,"5",Tw,"393323","393323",28.00000000000
TX021,"5",CsE2,"393285","393285",23.90000000000
TX021,"5",HeB,"393297","393297",27.70000000000
TX021,"5",WsB,"393330","393330",34.20000000000
TX021,"5",BeB,"393274","393274",35.30000000000
TX021,"5",HeB,"393297","393297",27.70000000000
TX021,"5",CsE2,"393285","393285",23.90000000000
TX021,"5",WsB,"393330","393330",34.20000000000
TX021,"5",WsB,"393330","393330",34.20000000000
TX021,"5",CfB,"393279","393279",23.90000000000
TX021,"5",BeB,"393274","393274",35.30000000000
TX021,"5",CsC2,"393283","393283",23.90000000000
TX021,"5",AfC,"393291","393291",36.10000000000
TX021,"5",AtD,"393399","393399",24.70000000000
TX021,"5",AfE2,"393293","393293",35.70000000000
TX021,"5",W,"393326","393326",0.00000000000
TX021,"5",AfC,"393291","393291",36.10000000000
TX021,"5",TfB,"393321","393321",29.50000000000
TX021,"5",AfC,"393291","393291",36.10000000000
TX021,"5",SkC,"393318","393318",15.10000000000
TX021,"5",Gs,"393296","393296",34.90000000000
TX021,"5",AfC,"393291","393291",36.10000000000
TX021,"5",AfC,"393291","393291",36.10000000000
TX021,"5",DeC,"393308","393308",19.00000000000
TX021,"5",PaE,"393400","393400",5.60000000000
TX021,"5",AtD,"393399","393399",24.70000000000
TX021,"5",SeD2,"393316","393316",35.50000000000
TX021,"5",WsB,"393330","393330",34.20000000000
TX021,"5",HeC2,"393298","393298",27.40000000000
TX021,"5",FeF2,"393294","393294",28.60000000000
TX021,"5",MaB,"393307","393307",30.30000000000
TX021,"5",BeB,"393274","393274",35.30000000000
TX021,"5",MaB,"393307","393307",30.30000000000
TX021,"5",No,"393313","393313",60.00000000000
TX021,"5",BaB,"393272","393272",14.60000000000
TX021,"5",WsA,"393329","393329",34.20000000000
TX021,"5",BeC2,"393275","393275",35.30000000000
TX021,"5",W,"393326","393326",0.00000000000
TX021,"5",CsC2,"393283","393283",23.90000000000
TX021,"5",BeC2,"393275","393275",35.30000000000
TX021,"5",HeC2,"393298","393298",27.40000000000
TX021,"5",FeF2,"393294","393294",28.60000000000
TX021,"5",HeC2,"393298","393298",27.40000000000
TX021,"5",ChE,"393281","393281",32.80000000000
TX021,"5",CfB,"393279","393279",23.90000000000
TX021,"5",BeC2,"393275","393275",35.30000000000
TX021,"5",HeC2,"393298","393298",27.40000000000
TX021,"5",BeB,"393274","393274",35.30000000000
TX021,"5",HeD2,"393299","393299",27.10000000000
TX021,"5",WsA,"393329","393329",34.20000000000
TX021,"5",WsA,"393329","393329",34.20000000000
TX021,"5",BeC2,"393275","393275",35.30000000000
TX021,"5",CsE2,"393285","393285",23.90000000000
TX021,"5",AfC,"393291","393291",36.10000000000
TX021,"5",Ls,"393304","393304",2.20000000000
TX021,"5",ChE,"393281","393281",32.80000000000
TX021,"5",WgC,"393401","393401",30.10000000000
TX021,"5",WsB,"393330","393330",34.20000000000
TX021,"5",WgC,"393401","393401",30.10000000000
TX021,"5",CgC,"393280","393280",23.90000000000
TX021,"5",CgC,"393280","393280",23.90000000000
TX021,"5",CsD3,"393284","393284",23.40000000000
TX021,"5",WgC,"393401","393401",30.10000000000
TX021,"5",HoB,"393301","393301",26.00000000000
TX021,"5",FeF2,"393294","393294",28.60000000000
TX021,"5",MaB,"393307","393307",30.30000000000
TX021,"5",MaB,"393307","393307",30.30000000000
TX021,"5",CsC2,"393283","393283",23.90000000000
TX021,"5",HeC2,"393298","393298",27.40000000000
TX021,"5",HeC2,"393298","393298",27.40000000000
TX021,"5",HoA,"393300","393300",26.00000000000
TX021,"5",AfC,"393291","393291",36.10000000000
TX021,"5",MaB,"393307","393307",30.30000000000
TX021,"5",Lw,"393305","393305",2.60000000000
TX021,"5",WsA,"393329","393329",34.20000000000
TX021,"5",Sm,"393319","393319",21.70000000000
TX021,"5",BuB,"393278","393278",28.80000000000
TX021,"5",HeC2,"393298","393298",27.40000000000
TX021,"5",HoA,"393300","393300",26.00000000000
TX021,"5",AfC2,"393292","393292",35.70000000000
TX021,"5",CsC2,"393283","393283",23.90000000000
TX021,"5",CsC2,"393283","393283",23.90000000000
TX021,"5",Bo,"393277","393277",36.50000000000
TX021,"5",WsA,"393329","393329",34.20000000000
TX021,"5",HoA,"393300","393300",26.00000000000
TX021,"5",HoA,"393300","393300",26.00000000000
TX021,"5",FeF2,"393294","393294",28.60000000000
TX021,"5",KrA,"393303","393303",46.80000000000
TX021,"5",HeD2,"393299","393299",27.10000000000
TX021,"5",HeD2,"393299","393299",27.10000000000
TX021,"5",MaB,"393307","393307",30.30000000000
TX021,"5",HoB,"393301","393301",26.00000000000
TX021,"5",AfC2,"393292","393292",35.70000000000
TX021,"5",CfB,"393279","393279",23.90000000000
TX021,"5",Nd,"393309","393309",59.60000000000
TX021,"5",HeC2,"393298","393298",27.40000000000
TX021,"5",Tr,"393322","393322",28.00000000000
TX021,"5",CsC2,"393283","393283",23.90000000000
TX021,"5",CsC2,"393283","393283",23.90000000000
TX021,"5",Sa,"393314","393314",9.90000000000
TX021,"5",WgB,"393327","393327",30.10000000000
TX021,"5",WgB,"393327","393327",30.10000000000
TX021,"5",Sa,"393314","393314",9.90000000000
TX021,"5",HeC2,"393298","393298",27.40000000000
TX021,"5",TfB,"393321","393321",29.50000000000
TX021,"5",AfC2,"393292","393292",35.70000000000
TX021,"5",CsD3,"393284","393284",23.40000000000
TX021,"5",WsB,"393330","393330",34.20000000000
TX021,"5",Sm,"393319","393319",21.70000000000
TX021,"5",HeC2,"393298","393298",27.40000000000
TX021,"5",FeF2,"393294","393294",28.60000000000
TX021,"5",WsB,"393330","393330",34.20000000000
TX021,"5",AfC,"393291","393291",36.10000000000
TX021,"5",BeC2,"393275","393275",35.30000000000
TX021,"5",AfC2,"393292","393292",35.70000000000
TX021,"5",BaB,"393272","393272",14.60000000000
TX021,"5",BeC2,"393275","393275",35.30000000000
TX021,"5",CfB,"393279","393279",23.90000000000
TX021,"5",SeD2,"393316","393316",35.50000000000
TX021,"5",TfB,"393321","393321",29.50000000000
TX021,"5",TfB,"393321","393321",29.50000000000
TX021,"5",W,"393326","393326",0.00000000000
TX021,"5",CsC2,"393283","393283",23.90000000000
TX021,"5",AfC,"393291","393291",36.10000000000
TX021,"5",AfE2,"393293","393293",35.70000000000
TX021,"5",DeC,"393308","393308",19.00000000000
TX021,"5",DeC,"393308","393308",19.00000000000
TX021,"5",PaE,"393400","393400",5.60000000000
TX021,"5",PaE,"393400","393400",5.60000000000
TX021,"5",Dm,"393328","393328",20.50000000000
TX021,"5",AfC,"393291","393291",36.10000000000
TX021,"5",ChE,"393281","393281",32.80000000000
TX021,"5",WgC,"393401","393401",30.10000000000
TX021,"5",WgB,"393327","393327",30.10000000000
TX021,"5",CsC2,"393283","393283",23.90000000000
TX021,"5",WsB,"393330","393330",34.20000000000
TX021,"5",CsD3,"393284","393284",23.40000000000
TX021,"5",TfB,"393321","393321",29.50000000000
TX021,"5",DeC,"393308","393308",19.00000000000
TX021,"5",PaE,"393400","393400",5.60000000000
TX021,"5",RoB,"393311","393311",15.40000000000
TX021,"5",AtD,"393399","393399",24.70000000000
TX021,"5",CfB,"393279","393279",23.90000000000
TX021,"5",AfC2,"393292","393292",35.70000000000
TX021,"5",AfC,"393291","393291",36.10000000000
TX021,"5",AfE2,"393293","393293",35.70000000000
TX021,"5",PaE,"393400","393400",5.60000000000
TX021,"5",Sg,"393317","393317",41.00000000000
TX021,"5",CsD3,"393284","393284",23.40000000000
TX021,"5",MaB,"393307","393307",30.30000000000
TX021,"5",AfC2,"393292","393292",35.70000000000
TX021,"5",CsC2,"393283","393283",23.90000000000
TX021,"5",SkC,"393318","393318",15.10000000000
TX021,"5",DeC,"393308","393308",19.00000000000
TX021,"5",AfE2,"393293","393293",35.70000000000
TX021,"5",AfE2,"393293","393293",35.70000000000
TX021,"5",TfB,"393321","393321",29.50000000000
TX021,"5",MaA,"393306","393306",30.30000000000
TX021,"5",AtD,"393399","393399",24.70000000000
TX021,"5",AtD,"393399","393399",24.70000000000
TX021,"5",CfB,"393279","393279",23.90000000000
TX021,"5",TfA,"393320","393320",27.50000000000
TX021,"5",DeC,"393308","393308",19.00000000000
TX021,"5",TfB,"393321","393321",29.50000000000
TX021,"5",WsA,"393329","393329",34.20000000000
TX021,"5",WsB,"393330","393330",34.20000000000
TX021,"5",JeF,"393302","393302",25.70000000000
TX021,"5",RoD,"393312","393312",15.40000000000
TX021,"5",PaE,"393400","393400",5.60000000000
TX021,"5",SkC,"393318","393318",15.10000000000
TX021,"5",CsC2,"393283","393283",23.90000000000
TX021,"5",Sb,"393315","393315",9.90000000000
TX021,"5",AfC2,"393292","393292",35.70000000000
TX021,"5",AfE2,"393293","393293",35.70000000000
TX021,"5",WsA,"393329","393329",34.20000000000
TX021,"5",W,"393326","393326",0.00000000000
TX021,"5",AtD,"393399","393399",24.70000000000
TX021,"5",TfB,"393321","393321",29.50000000000
TX021,"5",VeD,"393325","393325",12.80000000000
TX021,"5",CsE2,"393285","393285",23.90000000000
TX021,"5",CfB,"393279","393279",23.90000000000
TX021,"5",WsA,"393329","393329",34.20000000000
TX021,"5",HeC2,"393298","393298",27.40000000000
TX021,"5",CsC2,"393283","393283",23.90000000000
TX021,"5",CfB,"393279","393279",23.90000000000
TX021,"5",AfC2,"393292","393292",35.70000000000
TX021,"5",AfC2,"393292","393292",35.70000000000
TX021,"5",CfB,"393279","393279",23.90000000000
TX021,"5",CsC2,"393283","393283",23.90000000000
TX021,"5",SeD2,"393316","393316",35.50000000000
TX021,"5",CsC2,"393283","393283",23.90000000000
TX021,"5",DeC,"393308","393308",19.00000000000
TX021,"5",CsC2,"393283","393283",23.90000000000
TX021,"5",PaE,"393400","393400",5.60000000000
TX021,"5",PaE,"393400","393400",5.60000000000
TX021,"5",PaE,"393400","393400",5.60000000000
TX021,"5",TfB,"393321","393321",29.50000000000
TX021,"5",WsA,"393329","393329",34.20000000000
TX021,"5",TfA,"393320","393320",27.50000000000
TX021,"5",W,"393326","393326",0.00000000000
TX021,"5",AfC,"393291","393291",36.10000000000
TX021,"5",TfB,"393321","393321",29.50000000000
TX021,"5",TfB,"393321","393321",29.50000000000
TX021,"5",PaE,"393400","393400",5.60000000000
TX021,"5",AtD,"393399","393399",24.70000000000
TX021,"5",AtD,"393399","393399",24.70000000000
TX021,"5",RoD,"393312","393312",15.40000000000
TX021,"5",DeC,"393308","393308",19.00000000000
TX021,"5",AfC,"393291","393291",36.10000000000
TX021,"5",AfC2,"393292","393292",35.70000000000
TX021,"5",AfC,"393291","393291",36.10000000000
TX021,"5",BaB,"393272","393272",14.60000000000
TX021,"5",TfB,"393321","393321",29.50000000000
TX021,"5",TfB,"393321","393321",29.50000000000
TX021,"5",AfC,"393291","393291",36.10000000000
TX021,"5",DeC,"393308","393308",19.00000000000
TX021,"5",JeF,"393302","393302",25.70000000000
TX021,"5",PaE,"393400","393400",5.60000000000
TX021,"5",HeC2,"393298","393298",27.40000000000
TX021,"5",WsB,"393330","393330",34.20000000000
TX021,"5",TfB,"393321","393321",29.50000000000
TX021,"5",TfB,"393321","393321",29.50000000000
TX021,"5",DeC,"393308","393308",19.00000000000
TX021,"5",AfC,"393291","393291",36.10000000000
TX021,"5",RoB,"393311","393311",15.40000000000
TX021,"5",PaE,"393400","393400",5.60000000000
TX021,"5",TfA,"393320","393320",27.50000000000
TX021,"5",TfB,"393321","393321",29.50000000000
TX021,"5",DeC,"393308","393308",19.00000000000
TX021,"5",AfE2,"393293","393293",35.70000000000
TX021,"5",AtD,"393399","393399",24.70000000000
TX021,"5",AtD,"393399","393399",24.70000000000
TX021,"5",DeC,"393308","393308",19.00000000000
TX021,"5",DeC,"393308","393308",19.00000000000
TX021,"5",Bo,"393277","393277",36.50000000000
TX021,"5",TfB,"393321","393321",29.50000000000
TX021,"5",Uh,"393324","393324",24.50000000000
TX021,"5",AtD,"393399","393399",24.70000000000
TX021,"5",DoD,"393289","393289",11.70000000000
TX021,"5",DeC,"393308","393308",19.00000000000
TX021,"5",RoB,"393311","393311",15.40000000000
TX021,"5",AfC,"393291","393291",36.10000000000
TX021,"5",PaE,"393400","393400",5.60000000000
TX021,"5",PaE,"393400","393400",5.60000000000
TX021,"5",DeC,"393308","393308",19.00000000000
TX021,"5",PaE,"393400","393400",5.60000000000
TX021,"5",AfC,"393291","393291",36.10000000000
TX021,"5",AfC2,"393292","393292",35.70000000000
TX021,"5",DeC,"393308","393308",19.00000000000
TX021,"5",AfC,"393291","393291",36.10000000000
TX021,"5",SkC,"393318","393318",15.10000000000
TX021,"5",GP,"393295","393295",0.00000000000
TX021,"5",AfC,"393291","393291",36.10000000000
TX021,"5",AtD,"393399","393399",24.70000000000
TX021,"5",DeC,"393308","393308",19.00000000000
TX021,"5",CfB,"393279","393279",23.90000000000
TX021,"5",AfC2,"393292","393292",35.70000000000
TX021,"5",MaB,"393307","393307",30.30000000000
TX021,"5",BeC2,"393275","393275",35.30000000000
TX021,"5",AfC2,"393292","393292",35.70000000000
TX021,"5",DeC,"393308","393308",19.00000000000
TX021,"5",AfC,"393291","393291",36.10000000000
TX021,"5",Uh,"393324","393324",24.50000000000
TX021,"5",AfC,"393291","393291",36.10000000000
TX021,"5",PaE,"393400","393400",5.60000000000
TX021,"5",DeC,"393308","393308",19.00000000000
TX021,"5",BeC2,"393275","393275",35.30000000000
TX021,"5",DeC,"393308","393308",19.00000000000
TX021,"5",AfC,"393291","393291",36.10000000000
TX021,"5",DeC,"393308","393308",19.00000000000
TX021,"5",TfB,"393321","393321",29.50000000000
TX021,"5",DeC,"393308","393308",19.00000000000
TX021,"5",DeC,"393308","393308",19.00000000000
TX021,"5",DeC,"393308","393308",19.00000000000
TX021,"5",AtD,"393399","393399",24.70000000000
TX021,"5",AfC,"393291","393291",36.10000000000
TX021,"5",AfC,"393291","393291",36.10000000000
TX021,"5",AfC,"393291","393291",36.10000000000
TX021,"5",AfC2,"393292","393292",35.70000000000
TX021,"5",AfC,"393291","393291",36.10000000000
TX021,"5",CsD3,"393284","393284",23.40000000000
TX021,"5",TfB,"393321","393321",29.50000000000
TX021,"5",CsC2,"393283","393283",23.90000000000
TX021,"5",TfB,"393321","393321",29.50000000000
TX021,"5",DeC,"393308","393308",19.00000000000
TX021,"5",JeF,"393302","393302",25.70000000000
TX021,"5",PaE,"393400","393400",5.60000000000
TX021,"5",SkC,"393318","393318",15.10000000000
TX021,"5",WsA,"393329","393329",34.20000000000
TX021,"5",BeB,"393274","393274",35.30000000000
TX021,"5",BeC2,"393275","393275",35.30000000000
TX021,"5",DeC,"393308","393308",19.00000000000
TX021,"5",CsD3,"393284","393284",23.40000000000
TX021,"5",JeF,"393302","393302",25.70000000000
TX021,"5",AfC2,"393292","393292",35.70000000000
TX021,"5",SkC,"393318","393318",15.10000000000
TX021,"5",RoD,"393312","393312",15.40000000000
TX021,"5",AfC,"393291","393291",36.10000000000
TX021,"5",CsC2,"393283","393283",23.90000000000
TX021,"5",TfB,"393321","393321",29.50000000000
TX021,"5",Bo,"393277","393277",36.50000000000
TX021,"5",FeF2,"393294","393294",28.60000000000
TX021,"5",TfB,"393321","393321",29.50000000000
TX021,"5",CsC2,"393283","393283",23.90000000000
TX021,"5",WsA,"393329","393329",34.20000000000
TX021,"5",TfB,"393321","393321",29.50000000000
TX021,"5",WsA,"393329","393329",34.20000000000
TX021,"5",TfB,"393321","393321",29.50000000000
TX021,"5",AfC2,"393292","393292",35.70000000000
TX021,"5",TfA,"393320","393320",27.50000000000
TX021,"5",SkC,"393318","393318",15.10000000000
TX021,"5",DoD,"393289","393289",11.70000000000
TX021,"5",TfB,"393321","393321",29.50000000000
TX021,"5",TfB,"393321","393321",29.50000000000
TX021,"5",DeC,"393308","393308",19.00000000000
TX021,"5",AfE2,"393293","393293",35.70000000000
TX021,"5",TfB,"393321","393321",29.50000000000
TX021,"5",TfB,"393321","393321",29.50000000000
TX021,"5",CfB,"393279","393279",23.90000000000
TX021,"5",MaB,"393307","393307",30.30000000000
TX021,"5",CsD3,"393284","393284",23.40000000000
TX021,"5",SkC,"393318","393318",15.10000000000
TX021,"5",HeC2,"393298","393298",27.40000000000
TX021,"5",DeC,"393308","393308",19.00000000000
TX021,"5",AfC,"393291","393291",36.10000000000
TX021,"5",TfA,"393320","393320",27.50000000000
TX021,"5",AfC,"393291","393291",36.10000000000
TX021,"5",MaA,"393306","393306",30.30000000000
TX021,"5",JeF,"393302","393302",25.70000000000
TX021,"5",VeD,"393325","393325",12.80000000000
TX021,"5",CfB,"393279","393279",23.90000000000
TX021,"5",RoD,"393312","393312",15.40000000000
TX021,"5",CsE2,"393285","393285",23.90000000000
TX021,"5",AfC,"393291","393291",36.10000000000
TX021,"5",BeB,"393274","393274",35.30000000000
TX021,"5",PaE,"393400","393400",5.60000000000
TX021,"5",PaE,"393400","393400",5.60000000000
TX021,"5",AfC2,"393292","393292",35.70000000000
TX021,"5",AfC2,"393292","393292",35.70000000000
TX021,"5",AfC,"393291","393291",36.10000000000
TX021,"5",DeC,"393308","393308",19.00000000000
TX021,"5",DeC,"393308","393308",19.00000000000
TX021,"5",PaE,"393400","393400",5.60000000000
TX021,"5",TfB,"393321","393321",29.50000000000
TX021,"5",RoD,"393312","393312",15.40000000000
TX021,"5",Gs,"393296","393296",34.90000000000
TX021,"5",CsC2,"393283","393283",23.90000000000
TX021,"5",AtD,"393399","393399",24.70000000000
TX021,"5",SkC,"393318","393318",15.10000000000
TX021,"5",AtD,"393399","393399",24.70000000000
TX021,"5",PaE,"393400","393400",5.60000000000
TX021,"5",AtD,"393399","393399",24.70000000000
TX021,"5",DeC,"393308","393308",19.00000000000
TX021,"5",PaE,"393400","393400",5.60000000000
TX021,"5",Sm,"393319","393319",21.70000000000
TX021,"5",TfB,"393321","393321",29.50000000000
TX021,"5",BeB,"393274","393274",35.30000000000
TX021,"5",DoB,"393288","393288",24.60000000000
TX021,"5",VeD,"393325","393325",12.80000000000
TX021,"5",CsC2,"393283","393283",23.90000000000
TX021,"5",AfC2,"393292","393292",35.70000000000
TX021,"5",AtD,"393399","393399",24.70000000000
TX021,"5",BeC2,"393275","393275",35.30000000000
TX021,"5",TfB,"393321","393321",29.50000000000
TX021,"5",Sm,"393319","393319",21.70000000000
TX021,"5",PaE,"393400","393400",5.60000000000
TX021,"5",AfC,"393291","393291",36.10000000000
TX021,"5",DeC,"393308","393308",19.00000000000
TX021,"5",CsD3,"393284","393284",23.40000000000
TX021,"5",TfB,"393321","393321",29.50000000000
TX021,"5",PaE,"393400","393400",5.60000000000
TX021,"5",AfC,"393291","393291",36.10000000000
TX021,"5",RoD,"393312","393312",15.40000000000
TX021,"5",SkC,"393318","393318",15.10000000000
TX021,"5",AfC2,"393292","393292",35.70000000000
TX021,"5",Uh,"393324","393324",24.50000000000
TX021,"5",W,"393326","393326",0.00000000000
TX021,"5",HeC2,"393298","393298",27.40000000000
TX021,"5",DeC,"393308","393308",19.00000000000
TX021,"5",MaB,"393307","393307",30.30000000000
TX021,"5",AfC,"393291","393291",36.10000000000
TX021,"5",AfC,"393291","393291",36.10000000000
TX021,"5",CfB,"393279","393279",23.90000000000
TX021,"5",TfB,"393321","393321",29.50000000000
TX021,"5",CfB,"393279","393279",23.90000000000
TX021,"5",MaA,"393306","393306",30.30000000000
TX021,"5",AfC,"393291","393291",36.10000000000
TX021,"5",PaE,"393400","393400",5.60000000000
TX021,"5",SkC,"393318","393318",15.10000000000
TX021,"5",WsB,"393330","393330",34.20000000000
TX021,"5",MaB,"393307","393307",30.30000000000
TX021,"5",JeF,"393302","393302",25.70000000000
TX021,"5",Dm,"393328","393328",20.50000000000
TX021,"5",AtD,"393399","393399",24.70000000000
TX021,"5",AfC,"393291","393291",36.10000000000
TX021,"5",CsC2,"393283","393283",23.90000000000
TX021,"5",PaE,"393400","393400",5.60000000000
TX021,"5",AtD,"393399","393399",24.70000000000
TX021,"5",Dm,"393328","393328",20.50000000000
TX021,"5",DeC,"393308","393308",19.00000000000
TX021,"5",Dm,"393328","393328",20.50000000000
TX021,"5",CsC2,"393283","393283",23.90000000000
TX021,"5",CfB,"393279","393279",23.90000000000
TX021,"5",MaB,"393307","393307",30.30000000000
TX021,"5",Dm,"393328","393328",20.50000000000
TX021,"5",DeC,"393308","393308",19.00000000000
TX021,"5",BeC2,"393275","393275",35.30000000000
TX021,"5",MaA,"393306","393306",30.30000000000
TX021,"5",AfC,"393291","393291",36.10000000000
TX021,"5",Bo,"393277","393277",36.50000000000
TX021,"5",DeC,"393308","393308",19.00000000000
TX021,"5",SkC,"393318","393318",15.10000000000
TX021,"5",AtD,"393399","393399",24.70000000000
TX021,"5",TfB,"393321","393321",29.50000000000
TX021,"5",JeF,"393302","393302",25.70000000000
TX021,"5",CfB,"393279","393279",23.90000000000
TX021,"5",W,"393326","393326",0.00000000000
TX021,"5",DeC,"393308","393308",19.00000000000
TX021,"5",TfB,"393321","393321",29.50000000000
TX021,"5",WsB,"393330","393330",34.20000000000
TX021,"5",AfC,"393291","393291",36.10000000000
TX021,"5",AtD,"393399","393399",24.70000000000
